Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,,,
,,,,,2018.10.05,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,
,1,LO795,E75S,SPLIN,WAW,KUN,00:45:00,00:34:00,,,4,4,,,53,,13,,,,
,2,LO796,E75S,SPLIN,KUN,WAW,06:15:00,06:29:00,,,4,4,,61,,,,,1,8-9,
,3,FR7621,B738,EIENH,KUN,CPH,06:25:00,06:31:00,,,2,2,,164,,WCHR,15,,2,1-2-3,
,4,FR2145,B738,EIFTA,KUN,LTN,07:30:00,07:30:00,,,3,3,,173,,WCHR,19,,5,1-2-3,
,5,SRN6912,AT72,SPSPH,EDDK,KUN,07:20:00,07:41:00,,,9,9,,,,,,,,,
,6,SRN6912,AT72,SPKPH,KUN,EVRA,08:05:00,08:44:00,,,9,9,,,,,,,,,
,7,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,10:01:00,,,9,9,,,,,,,,,
,8,W68122,A320,GWUKB,LTN,KUN,10:40:00,10:29:00,,,4,4,,,175,WCHS,11,,,,
,9,W68121,A320,GWUKB,KUN,LTN,11:10:00,11:24:00,81/0008,,4,4,,180,,WCHC/WCMP,21,,5,4-5-6,
,10,FR4480,B738,EIDYY,GRO,KUN,12:15:00,12:19:00,,,8,8,,,132,,29,,,,
,11,FR4481,B738,EIDYY,KUN,GRO,12:40:00,12:59:00,93/0007,81/0008,8,8,,170,,,37,,2,1-2-3,
,12,W68152,A321,HALXR,EIN,KUN,12:50:00,12:33:00,,,4,4,,,204,,63,,,,
,13,W68151,A321,HALXR,KUN,EIN,13:25:00,12:25:00,,,4,4,,178,,,53,,2,4-5-6,
,14,FR2144,B738,EIFTA,LTN,KUN,13:35:00,13:44:00,,,2,2,,,174,,30,,,,
,15,FR2972,B738,EIFTA,KUN,DUB,15:40:00,15:39:00,,,2,2,,177,,,35,,5,1-2-3,
,16,W68144,A320,HALYD,BGO,KUN,14:25:00,14:17:00,,,4,4,,,176,,61,,,,
,17,W68143,A320,HALYD,KUN,BGO,14:55:00,15:04:00,,,4,4,,145,,,71,,2,4-5-6,
,18,FR7620,B738,EIENH,CPH,KUN,14:40:00,15:16:00,,,8,8,,,174,,7,,,,
,19,FR2747,B738,EIENH,KUN,STN,17:10:00,17:19:00,81/0004,,8,8,,173,,,14,,5,1-2-3,
,20,GWI6904,A319,DAGWJ,KUN,DUS,17:00:00,18:04:00,,,16R,16R,,,,,,,,,
,21,W68142,A321,HALTC,AES,KUN,18:55:00,18:51:00,,,4,4,,,211,,129,,,,
,22,W68141,A321,HALTC,KUN,AES,19:30:00,19:42:00,,,4,4,,171,,,79,,2,4-5-6,
,23,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:32:00,,,9,9,,,,,,,,,
,24,SRN6911,AT72,SPSPH,EVRA,KUN,21:15:00,20:41:00,,,9,9,,,,,,,,,
,25,SRN6911,AT72,SPSPH,KUN,EDDK,21:50:00,21:50:00,,,9,9,,,,,,,,,
,26,FR2971,B738,EIFTA,DUB,KUN,22:55:00,22:23:00,,,3,3,,,190,WCAP/WCHR,24,,,,
,27,FR2746,B738,EIENH,STN,KUN,23:00:00,22:45:00,,,2,2,,,165,,12,,,,
,,,,,,,,,,,,,,1592,1654,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
