Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,,,
,,,,,2018.12.14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,
,1,LO795,E170,SPLDE,WAW,KUN,00:45:00,00:45:00,,,7,7,,,44,,7,,,,
,2,LO796,E170,SPLDE,KUN,WAW,06:30:00,06:43:00,,,7,7,,33,,,13,,1,8-9,
,3,FR7621,B738,EIEBH,KUN,CPH,06:20:00,06:22:00,,,2,3,,86,,WCHR*2,18,,2,1-2-3,
,4,FR2145,B738,EIDWJ,KUN,STN,06:40:00,07:12:00,,,5,5,,75,,,14,,5,1-2-3,
,5,SWN7842,ATP,SEMAJ,CGN,KUN,06:55:00,06:33:00,,,8,8,,,,,,,,,
,6,SWN7843,ATP,SEMAJ,KUN,CGN,08:00:00,07:24:00,,,8,8,,,,,,,,,
,7,SRN6912,AT72,SPSPA,CGN,KUN,07:20:00,08:04:00,,,9,9,,,,,,,,,
,8,SRN6912,AT72,SPSPA,KUN,RIX,08:05:00,08:56:00,,,9,9,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:42:00,,,9,9,,,,,,,,,
,10,W98122,A320,GWUKA,LTN,KUN,10:40:00,10:28:00,,,4,4,,,180,,41,,,,
,11,W98121,A320,GWUKA,KUN,LTN,11:05:00,11:26:00,,,4,4,,101,,,28,,5,4-5-6,
,12,LYARS,PA30,LYARS,KUN,EYKS,11:20:00,11:24:00,,,13,13,,,,,,,,,
,13,W68148,A320,HALPT,TKU,KUN,11:10:00,11:38:00,,,7,7,,,123,,47,,,,
,14,W68147,A320,HALPT,KUN,TKU,11:40:00,12:23:00,,,7,7,,57,,,30,,1,4-5-6,
,15,W68152,A321,HALTC,EIN,KUN,12:50:00,12:51:00,,,4,4,,,203,,66,,,,
,16,W68151,A321,HALTC,KUN,EIN,13:25:00,13:42:00,,,4,4,,107,,WCHC/MAAS/DEAF,33,,2,4-5-6,
,17,FR2144,B738,EIFOH,STN,KUN,12:20:00,13:04:00,,,2,3,,,176,WCHS,49,,,,
,18,FR3467,B738,EIFOH,KUN,LTN,15:55:00,15:58:00,,,2,3,,89,,WCHR;WCHS,32,,6,1-2-3,
,19,FR7620,B738,EIEBH,CPH,KUN,14:40:00,14:26:00,,,7,7,,,175,WCHC/WCMP;WCHR,56,,,,
,20,FR2972,B738,EIFTO,KUN,DUB,15:40:00,15:47:00,,,7,5,,171,,WCHR;WCHC,75,,5,1-2-3,
,21,W68144,A320,HALPN,BGO,KUN,18:20:00,18:16:00,,,4,4,,,165,,82,,,,
,22,W68143,A320,HALPN,KUN,BGO,18:50:00,19:12:00,,,4,4,,63,,,29,,2,4-5-6,
,23,W68142,A320,HALWK,AES,KUN,19:45:00,19:35:00,,,4,7,,,165,,87,,,,
,24,W68141,A320,HALWK,KUN,AES,20:30:00,20:34:00,,,4,7,,57,,,25,,2,4-5-6,
,25,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:31:00,,,9,9,,,,,,,,,
,26,FR8681,B738,EIDPF,BRS,KUN,20:30:00,20:20:00,,,2,4,,,166,,77,,,,
,27,FR8682,B738,EIDPF,KUN,BRS,20:55:00,21:15:00,,,2,4,,134,,WCHC;WCHS*2,48,,5,1-2-3,
,28,SRN6911,AT72,SPSPA,RIX,KUN,21:15:00,20:51:00,,,9,9,,,,,,,,,
,29,SRN6911,AT72,SPSPA,KUN,CGN,21:50:00,21:57:00,,,9,9,,,,,,,,,
,30,FR3466,B738,EIFOH,LTN,KUN,21:50:00,21:45:00,,,2,5,,,181,,62,,,,
,31,FR2971,B738,EIFTO,DUB,KUN,22:30:00,22:18:00,,,5,3,,,183,WCHS,67,,,,
,,,,,,,,,,,,,,973,1761,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
