Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,DH8D,SPEQB,WAW,KUN,00:45:00,00:50:00,,,4,4,,,33,,9,,,,,
,2,LO796,DH8D,SPEQB,KUN,WAW,06:15:00,06:18:00,,,4,4,,31,,,7,,1,8-9,,
,3,FR7621,B738,EIFTA,KUN,CPH,06:25:00,06:28:00,,,2,2,,137,,,18,,2,1-2-3,,
,4,FR2145,B738,EIENH,KUN,LTN,07:30:00,07:35:00,,,3,3,,174,,WCHS;WCHR,17,,5,1-2-3,,
,5,SRN6912,AT72,SPSPD,EDDK,KUN,08:00:00,08:02:00,,,9,9,,,,,,,,,,
,6,SRN6912,AT72,SPSPD,KUN,RIX,08:45:00,09:04:00,,,9,9,,,,,,,,,,
,7,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,10:00:00,,,9,9,,,,,,,,,,
,8,FR9098,B738,EIEFY,ALC,KUN,12:40:00,12:49:00,,,5,5,,,179,WCHR,39,,,,,
,9,FR9099,B738,EIEFY,KUN,ALC,13:05:00,13:31:00,,,5,5,,172,,WCHS;WCHR,39,,2,1-2-3,,
,10,FR2144,B738,EIENH,LTN,KUN,13:35:00,13:47:00,,,2,2,,,161,WCHC,24,,,,,
,11,FR2972,B738,EIDWK,KUN,DUB,15:30:00,15:50:00,,,2,3,,177,,WCHR,36,,5,1-2-3,,
,12,FR7620,B738,EIFTA,CPH,KUN,14:35:00,14:31:00,,,5,7,,,188,WCHS;WCHR,11,,,,,
,13,FR2747,B738,EIFTA,KUN,STN,17:10:00,17:12:00,,,5,7,,174,,,20,,5,1-2-3,,
,14,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:32:00,,,9,9,,,,,,,,,,
,15,SRN6911,AT72,SPSPD,RIX,KUN,21:15:00,20:47:00,,,9,9,,,,,,,,,,
,16,SRN6811,AT72,SPSPD,KUN,EDDK,21:50:00,21:50:00,,,9,9,,,,,,,,,,
,17,FR2971,B738,EIDWK,DUB,KUN,22:15:00,22:35:00,,,3,3,,,182,,12,,,,,
,18,FR2746,B738,EIFTA,STN,KUN,23:00:00,23:16:00,,,2,2,,,175,2*WCHR,12,,,,,
,,,,,,,,,,,,,,865,918,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
