Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.31,,,,,,,,,,,Renatas Venckūnas,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPLDH,WAW,KUN,00:45:00,00:19:00,,,7,7,,,53,,21,,,,,
,2,LO796,E170,SPLDH,KUN,WAW,06:15:00,06:22:00,,,7,7,,29,,,,,1,8-9,,
,3,FR7621,B738,EIENH,KUN,CPH,06:20:00,06:30:00,,,2,2,,173,,,19,,2,1-2-3,,
,4,FR2145,B738,EIDWE,KUN,STN,06:40:00,06:43:00,,,4,4,,171,,,22,,5,1-2-3,,
,5,SRN6912,AT72,SPSPD,EDDK,KUN,08:00:00,07:32:00,,,9,9,,,,,,,,,,
,6,SRN6912,AT72,SPSPD,KUN,RIX,08:45:00,08:43:00,,,9,9,,,,,,,,,,
,7,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:37:00,,,9,9,,,,,,,,,,
,8,W68122,A320,GWUKB,LTN,KUN,10:30:00,10:10:00,,,4,4,,,152,,19,,,,,
,9,W68121,A320,GWUKB,KUN,LTN,11:05:00,11:13:00,,,4,4,,174,,WCHR,40,,5,4-5-6,,
,10,FR2144,B738,EIDWE,STN,KUN,12:20:00,12:12:00,,,3,3,,,171,WCHR,14,,,,,
,11,FR2972,B738,EIENH,KUN,DUB,15:40:00,15:43:00,,,4,4,,189,,WCHC,36,,5,1-2-3,,
,12,FR7620,B738,EIENH,CPH,KUN,14:40:00,14:24:00,,,4,4,,,174,2*WCHR,12,,,,,
,13,FR3467,B738,EIDWP,KUN,LTN,15:30:00,15:38:00,,,2,2,,178,,WCHC/WCMP,25,,5,1-2-3,,
,14,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:26:00,,,9,9,,,,,,,,,,
,15,SAR801,SF34,SPKPN,KUN,KUN,20:45:00,20:43:00,,,8,8,,,,,,,,,,
,16,SAR801,SF34,SPKPN,KUN,WAW,22:30:00,22:25:00,,,8,8,,,,,,,,,,
,17,SRN6911,AT72,SPSPD,RIX,KUN,21:15:00,20:56:00,,,9,9,,,,,,,,,,
,18,SRN6811,AT72,SPSPD,KUN,EDDK,21:50:00,22:05:00,,,9,9,,,,,,,,,,
,19,FR2971,B738,EIENH,DUB,KUN,22:30:00,22:30:00,,,4,4,,,184,,17,,,,,
,,,,,,,,,,,,,,914,734,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
