Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,,,
,,,,,2018.12.07,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,
,1,LO795,DH8D,SPEQI,WAW,KUN,00:45:00,01:41:00,,,7,7,,,41,,5,,,,
,2,LO796,DH8D,SPEQI,KUN,WAW,06:30:00,06:35:00,,,7,7,,34,,,33,,1,8-9,
,3,FR7621,B738,EIEVH,KUN,CPH,06:20:00,06:32:00,,,5,5,,158,,,23,,2,1-2-3,
,4,FR2145,B738,EIEXF,KUN,STN,06:40:00,06:49:00,,,2,2,,168,,,21,,6,1-2-3,
,5,SWN7842,ATP,SEMAJ,CGN,KUN,06:55:00,06:00:00,,,8,8,,,,,,,,,
,6,SWN7843,ATP,SEMAJ,KUN,CGN,08:00:00,07:09:00,,,8,8,,,,,,,,,
,7,SRN6912,AT72,SPSPA,CGN,KUN,07:20:00,07:35:00,,,9,9,,,,,,,,,
,8,SRN6912,AT72,SPSPA,KUN,RIX,08:05:00,08:35:00,,,9,9,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:38:00,,,9,9,,,,,,,,,
,10,W98122,A320,GWUKA,LTN,KUN,10:40:00,09:51:00,,,2,2,,,181,,43,,,,
,11,W98121,A320,GWUKA,KUN,LTN,11:05:00,12:01:00,,,2,2,,153,,,62,,5,4-5-6,
,12,W68148,A320,HALWA,TKU,KUN,11:10:00,10:46:00,,,7,7,,,108,,50,,,,
,13,W68147,A320,HALWA,KUN,TKU,11:40:00,11:55:00,,,7,7,,55,,,12,,1,4-5-6,
,14,W68152,A321,HALTC,EIN,KUN,12:50:00,12:35:00,,,4,4,,,195,,46,,,,
,15,W68151,A321,HALTC,KUN,EIN,13:25:00,13:43:00,,,4,4,,159,,,44,,2,4-5-6,
,16,FR2144,B738,EIEXF,STN,KUN,12:20:00,12:27:00,,,2,2,,,176,,40,,,,
,17,FR3467,B738,EIEXF,KUN,LTN,15:55:00,16:27:00,,,2,2,,175,,,28,,6,1-2-3,
,18,LGL41,B737,LXLBA,LUX,KUN,14:10:00,14:12:00,,,18,18,,,,,,,,,
,19,FR7620,B738,EIEVH,CPH,KUN,14:40:00,14:37:00,,,7,7,,,169,,31,,,,
,20,FR2972,B738,EIEVH,KUN,DUB,15:40:00,16:09:00,,,7,7,,179,,WCHR; WCHS,55,,5,1-2-3,
,21,W68144,A320,HALPS,BGO,KUN,18:20:00,18:28:00,,,4,4,,,148,,58,,,,
,22,W68143,A320,HALPS,KUN,BGO,18:50:00,19:22:00,,,4,4,,99,,WCHS,49,,2,4-5-6,
,23,W68142,A320,HALWN,AES,KUN,19:45:00,19:36:00,,,7,7,,,161,,78,,,,
,24,W68141,A320,HALWN,KUN,AES,20:30:00,20:36:00,,,7,7,,112,,WCHR,74,,2,4-5-6,
,25,KTB110,L410,LYAVT,VNO,KUN,20:10:00,20:04:00,,,23,23,,,,,,,,,
,26,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,21:12:00,,,9,9,,,,,,,,,
,27,FR8681,B738,EIDPF,BRS,KUN,20:30:00,20:18:00,,,4,4,,,176,WCHS/ WCMP,78,,,,
,28,FR8682,B738,EIDPF,KUN,BRS,20:55:00,21:20:00,81/0018,,4,4,,167,,WCHC; WCHS,39,,5,1-2-3,
,29,SRN6911,AT72,SPSPA,RIX,KUN,21:15:00,20:57:00,,,9,9,,,,,,,,,
,30,SRN6911,AT72,SPSPA,KUN,CGN,21:50:00,21:57:00,,,9,9,,,,,,,,,
,31,FR3466,B738,EIEXF,LTN,KUN,21:50:00,22:08:00,,,2,2,,,186,,46,,,,
,32,FR2971,B738,EIFTO,DUB,KUN,22:30:00,22:51:00,,,5,5,,,181,WCHS,48,,,,
,,,,,,,,,,,,,,1459,1722,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
