Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistė,,,,,,,,,
,,,,,2018.11.02,,,,,,,Ugnė Kilimaitė,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,
,1,LO795,DH8D,,WAW,KUN,00:45:00,CNL,,,7,,,,,,,,,,
,2,LO796,DH8D,,KUN,WAW,06:15:00,CNL,,,7,,,,,,,,1,8-9,
,3,FR7621,B738,EIENH,KUN,CPH,06:20:00,07:00:00,41/0035,,4,4,,178,,SPRT,24,,2,1-2-3,
,4,FR2145,B738,EIEVW,KUN,STN,06:40:00,06:42:00,,,2,2,,173,,,50,,5,1-2-3,
,5,SRN6912,AT72,SPSPD,CGN,KUN,07:20:00,07:24:00,,,9,9,,,,,,,,,
,6,SRN6912,AT72,SPSPD,KUN,RIX,08:05:00,08:34:00,,,9,9,,,,,,,,,
,7,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:28:00,,,9,9,,,,,,,,,
,8,W98122,A320,GWUKF,LTN,KUN,10:40:00,10:09:00,,,4,4,,,173,WCHR,52,,,,
,9,W98121,A320,GWUKF,KUN,LTN,11:05:00,11:05:00,,,4,4,,167,,,61,,5,4-5-6,
,10,W68152,A321,HALXS,EIN,KUN,12:50:00,13:06:00,,,4,4,,,200,,66,,,,
,11,W68151,A321,HALXS,KUN,EIN,13:25:00,14:00:00,93/0020,62/0005,4,4,,192,,,54,,2,4-5-6,
,12,FR2144,B738,EIEVW,STN,KUN,12:20:00,12:05:00,,,2,2,,,175,WCHS/WCBD,36,,,,
,13,FR3467,B738,EIEVW,KUN,LTN,15:55:00,16:00:00,,,2,2,,177,,,47,,5,1-2-3,
,14,FR7620,B738,EIENH,CPH,KUN,14:40:00,14:53:00,,,4,4,,,171,,21,,,,
,15,FR2972,B738,EIENH,KUN,DUB,15:40:00,15:48:00,,,4,4,,180,,WCHC,76,,5,1-2-3,
,16,W68144,A320,HALPO,BGO,KUN,18:20:00,18:14:00,,,4,4,,,151,,68,,,,
,17,W68143,A320,HALPO,KUN,BGO,18:50:00,19:06:00,65/0007,,4,4,,149,,,65,,2,4-5-6,
,18,W68142,A321,HALYD,AES,KUN,19:45:00,19:34:00,,,4,4,,,157,,80,,,,
,19,W68141,A321,HALYD,KUN,AES,20:30:00,20:33:00,,,4,4,,160,,,68,,2,4-5-6,
,20,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:22:00,,,9,9,,,,,,,,,
,21,FR8681,B738,EIFTL,BRS,KUN,20:30:00,20:14:00,,,2,2,,,170,,77,,,,
,22,FR8682,B738,EIFTL,KUN,BRS,20:55:00,21:09:00,41/0009,,2,2,,186,,,76,,5,1-2-3,
,23,SRN6911,AT72,SPSPD,RIX,KUN,21:15:00,20:55:00,,,9,9,,,,,,,,,
,24,SRN6911,AT72,SPSPD,KUN,CGN,21:50:00,21:55:00,,,9,9,,,,,,,,,
,25,FR3466,B738,EIEVW,LTN,KUN,21:50:00,21:32:00,,,2,2,,,168,WCHR,34,,,,
,26,FR2971,B738,EIEXE,DUB,KUN,22:30:00,22:26:00,,,4,4,,,182,WCHR,40,,,,
,27,AXY0201,B735,9HOME,KUN,MAD,23:30:00,23:33:00,,,6,6,,34,,,38,,,,
,,,,,,,,,,,,,,1596,1547,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
