Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,,,
,,,,,2018.11.05,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojamas,Faktinė,,išvyko,atvyko,,,,,,
,1,LO795,E75S,SPLDI,WAW,KUN,00:45:00,00:26:00,,,7,7,,,59,,21,,,,
,2,LO796,E75S,SPLDI,KUN,WAW,06:15:00,06:18:00,,,7,7,,69,,,60,,1,8-9,
,3,FR7621,B738,EIDWR,KUN,CPH,06:20:00,06:26:00,,,4,4,,177,,WCHR*2,65,,2,1-2-3,
,4,FR2145,B738,EIEXE,KUN,STN,06:40:00,06:41:00,,,2,2,,173,,,40,,5,1-2-3,
,5,SRN6912,AT72,SPSPD,CGN,KUN,07:30:00,06:52:00,,,9,9,,,,,,,,,
,6,SRN6912,AT72,SPSPD,KUN,RIX,08:05:00,07:40:00,,,9,9,,,,,,,,,
,7,SAR802,SF34,SPKPN,WAW,KUN,09:20:00,10:20:00,,,9,9,,,,,,,,,
,8,W98122,A320,GWUKF,LTN,KUN,10:30:00,10;43,,,4,4,,,176,WCHS,50,,,,
,9,W98121,A320,GWUKF,KUN,LTN,11:05:00,11:33:00,93/0020,,4,4,,181,,,64,,5,4-5-6,
,10,FR2144,B738,EIEXE,STN,KUN,12:20:00,12:12:00,,,2,2,,,171,,56,,,,
,11,FR3467,B738,EIEXE,KUN,LTN,15:55:00,15;58,,,2,2,,174,,,49,,5,1-2-3,
,12,W68152,A321,HALXW,EIN,KUN,12:50:00,12;39,,,4,4,,,181,,53,,,,
,13,W68151,A321,HALXW,KUN,EIN,13:25:00,13:30:00,,,4,4,,209,,,92,,2,4-5-6,
,14,FR7620,B738,EIDWR,CPH,KUN,14:40:00,14:36:00,,,7,7,,,182,,24,,,,
,15,FR2972,B738,EIDWR,KUN,DUB,15:40:00,15:47:00,,,7,7,,181,,WCHR,59,,6,1-2-3,
,16,W68144,A320,HALYK,BGO,KUN,18:20:00,18:12:00,,,4,4,,,134,,58,,,,
,17,W68143,A320,HALYK,KUN,BGO,18:50:00,18;56,,,4,4,,149,,,71,,2,4-5-6,
,18,FR7949,B738,EIDHH,BLQ,KUN,19:30:00,19:12:00,,,7,7,,,176,,66,,,,
,19,FR7950,B738,EIDHH,KUN,BLQ,19:55:00,19:55:00,,,7,4,,164,,,40,,2,1-2-3,
,20,W68142,A321,HALWS,AES,KUN,19:45:00,19:38:00,,,4,4,,,142,WCHR,55,,,,
,21,W68141,A321,HALWS,KUN,AES,20:30:00,20:20:00,,,4,4,,172,,,120,,2,4-5-6,
,22,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:23:00,,,9,9,,,,,,,,,
,23,FR8681,B738,EIDYF,BRS,KUN,20:30:00,20:19:00,,,2,2,,,184,BLDP;WCHR,71,,,,
,24,FR8682,B738,EIDYF,KUN,BRS,20:55:00,21:07:00,,,2,2,,180,,WCHS;WCHC/WCAP,66,,5,1-2-3,
,25,SRN6911,AT72,SPSPD,RIX,KUN,21:05:00,20:55:00,,,9,9,,,,,,,,,
,26,SRN6911,AT72,SPSPD,KUN,CGN,21:50:00,21:47:00,,,9,9,,,,,,,,,
,27,FR3466,B738,EIEXE,LTN,KUN,21:25:00,21:44:00,,,2,2,,,176,BLND,57,,,,
,28,FR2971,B738,EIDWR,DUB,KUN,22:30:00,22:41:00,,,4,4,,,178,WCHC;WCHR,50,,,,
,,,,,,,,,,,,,,1829,1759,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
