Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,
,,,,,2018.10.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPEQD,WAW,KUN,00:45:00,00:48:00,,,4,4,,,66,,16,,,,,
,2,LO796,E170,SPEQD,KUN,WAW,06:15:00,06:14:00,,,4,4,,33,,,15,,1,8-9,,
,3,FR7621,B738,EIDWP,KUN,CPH,06:25:00,06:31:00,,,2,2,,180,,WCHS/WCHR,17,,2,1-2-3,,
,4,FR2145,B738,EIFOF,KUN,LTN,07:30:00,08:16:00,,,3,3,,172,,,18,,5,1-2-3,,
,5,SRN6912,AT72,SPSPA,EDDK,KUN,07:30:00,08:07:00,,,9,9,,,,,,,,,,
,6,SRN6912,AT72,SPSPA,KUN,RIX,08:45:00,09:06:00,,,9,9,,,,,,,,,,
,7,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:32:00,,,9,9,,,,,,,,,,
,8,FR9113,B738,EIGDE,PFO,KUN,10:25:00,09:50:00,,,2,2,,,174,,48,,,,,
,9,FR9114,B738,EIGDE,KUN,PFO,10:50:00,10:45:00,,,2,2,,178,,,40,,6,1-2-3,,
,10,W68122,A320,GWUKE,LTN,KUN,10:40:00,10:20:00,,,4,4,,,169,,18,,,,,
,11,W68121,A320,GWUKE,KUN,LTN,11:10:00,11:13:00,,,4,4,,170,,WCHS,43,,5,4-5-6,,
,12,W68146,A320,HALYD,SVG,KUN,11:35:00,11:09:00,,,7,7,,,144,,50,,,,,
,13,W68145,A320,HALYD,KUN,SVG,12:05:00,12:13:00,,,7,7,,161,,,35,,1,4-5-6,,
,14,FR2144,B738,EIFOF,LTN,KUN,13:35:00,14:40:00,93/0030,81/0042,4,4,,,178,,17,,,,,
,15,FR3964,B738,EIFOF,KUN,RMI,14:25:00,15:26:00,93/0046,81/0010,4,4,,179,,,16,,2,1-2-3,,
,16,TK3517,B738,TCJGU,SAW,KUN,13:20:00,12:42:00,,,6,6,,,27,,,,,,,
,17,TK3518,B738,TCJGU,KUN,SAW,14:20:00,14:08:00,,,6,6,,,,,,,,,,
,18,KLJ101,B735,LYKLJ,LTBA,KUN,13:55:00,13:50:00,,,8,8,,,32,,,,,,,
,19,FR7620,B738,EIDWP,CPH,KUN,14:35:00,14:58:00,,,2,2,,,183,,12,,,,,
,20,FR8821,B738,EIDWP,KUN,SNN,16:00:00,16:07:00,,,2,2,,182,,,31,,6,1-2-3,,
,21,FR3728,B738,EIDCP,BOJ,KUN,16:15:00,16:02:00,,,4,4,,,162,,25,,,,,
,22,FR3729,B738,EIDCP,KUN,BOJ,16:40:00,16:46:00,,,4,4,,148,,WCHC/WCMP,23,,5,1-2-3,,
,23,FR1333,B738,EIFIB,NAP,KUN,16:55:00,16:35:00,,,7,7,,,166,,23,,,,,
,24,FR1334,B738,EIFIB,KUN,NAP,17:20:00,17:21:00,,,7,7,,174,,,20,,2,1-2-3,,
,25,FR3965,B738,EIFOF,RMI,KUN,19:50:00,20:29:00,,,3,3,,,160,,30,,,,,
,26,FR9098,B738,EIEBR,ALC,KUN,20:15:00,20:25:00,,,4,4,,,173,WCHR,39,,,,,
,27,FR9099,B738,EIEBR,KUN,ALC,20:40:00,21:21:00,,,4,4,,175,,WCHS/WCMP,36,,2,1-2-3,,
,,LYBAS,SIRA,LYBAS,EYKS,KUN,21:25:00,21:25:00,,,12,12,,,,,,,,,,
,28,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:36:00,,,9,9,,,,,,,,,,
,29,SRN6911,AT72,SPSPA,RIX,KUN,21:05:00,20:35:00,,,9,9,,,,,,,,,,
,30,SRN6911,AT72,SPSPA,KUN,EDDK,21:50:00,21:54:00,,,9,9,,,,,,,,,,
,31,FR8822,B738,EIDWP,SNN,KUN,23:10:00,22:53:00,,,2,2,,,176,WCHS,28,,,,,
,,,,,,,,,,,,,,1752,1810,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
