Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPLDE,WAW,KUN,00:45:00,00:40:00,,,7,7,,,24,,6,,,,,
,2,LO796,E170,SPLDE,KUN,WAW,06:15:00,06:29:00,,,7,7,,39,,,19,,1,8-9,,
,3,FR7621,B738,EIEVA,KUN,CPH,06:20:00,06:25:00,,,5,5,,165,,,20,,2,1-2-3,,
,4,FR2145,B738,EIEVH,KUN,STN,06:40:00,06:54:00,,,2,2,,163,,WCHC/WCMP,36,,5,1-2-3,,
,5,SWN7842,ATP,SEMAJ,CGN,KUN,06:55:00,07:10:00,,,8,8,,,,,,,,,,
,6,SWN7843,ATP,SEMAJ,KUN,WAW,18:25:00,19:05:00,,,8,8,,,,,,,,,,
,7,SRN6912,AT72,SPSPA,CGN,KUN,08:00:00,07:53:00,,,9,9,,,,,,,,,,
,8,SRN6912,AT72,SPSPA,KUN,RIX,08:45:00,08:57:00,,,9,9,,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:45:00,,,9,9,,,,,,,,,,
,10,W98122,A320,GWUKB,LTN,KUN,10:30:00,10:10:00,,,4,4,,,163,,53,,,,,
,11,W98121,A320,GWUKB,KUN,LTN,11:05:00,11:11:00,,,4,4,,171,,,58,,5,4-5-6,,
,12,KTB410,L410,LYAVA,KUN,KUN,11:00:00,10:53:00,,,23,23,,,,,,,,,,
,13,KTB410,L410,LYAVA,KUN,KUN,11:30:00,11:20:00,,,23,23,,,,,,,,,,
,14,FR2144,B738,EIEVH,STN,KUN,12:20:00,12:30:00,,,2,2,,,175,,51,,,,,
,15,FR2972,B738,EIEVA,KUN,DUB,15:40:00,15:54:00,,,4,7,,182,,WCHR*2;WCHS,54,,5,1-2-3,,
,16,FR7620,B738,EIEVA,CPH,KUN,14:40:00,14:40:00,,,4,7,,,119,BLND,15,,,,,
,17,FR3467,B738,EIEVH,KUN,LTN,15:55:00,15:59:00,,,2,2,,159,,WCHS,32,,5,1-2-3,,
,18,HAT4368,B734,9HGTC,MXP,KUN,19:30:00,19:31:00,,,6,6,,,23,,28,,,,,
,19,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:34:00,,,9,9,,,,,,,,,,
,20,SRN6911,AT72,SPSPA,RIX,KUN,21:15:00,20:56:00,,,9,9,,,,,,,,,,
,21,SRN6811,AT72,SPSPA,KUN,CGN,21:50:00,22:00:00,,,9,9,,,,,,,,,,
,22,FR3466,B738,EIEVH,LTN,KUN,21:25:00,21:38:00,,,2,2,,,172,WCHR,38,,,,,
,23,FR2971,B738,EIEVA,DUB,KUN,22:30:00,22:43:00,,,5,5,,,181,,50,,,,,
,,,,,,,,,,,,,,879,857,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
