Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,,,
,,,,,2018.10.15,,,,,,,Renatas Venckūnas,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojamas,Faktinė,,išvyko,atvyko,,,,,,
,1,LO795,E170,SPLDK,WAW,KUN,00:45:00,00:41:00,,,5,5,,,61,,15,,,,
,2,LO796,E170,SPLDK,KUN,WAW,06:15:00,06:25:00,,,5,5,,61,,,,,1,8-9,
,3,FR7621,B738,EIDWP,KUN,CPH,06:25:00,06:30:00,,,3,3,,178,,WCHS,24,,2,1-2-3,
,4,KTB103,L410,LYAVT,KUN,VNO,06:52:00,07:03:00,,,22,22,,,,,,,,,
,5,FR2145,B738,EIDWK,KUN,LTN,07:30:00,07:39:00,,,2,2,,181,,,28,,5,1-2-3,
,6,SRN6912,AT72,SPSPA,CGN,KUN,07:30:00,07:04:00,,,9,9,,,,,,,,,
,7,SRN6912,AT72,SPSPA,KUN,RIX,08:05:00,07:56:00,,,9,9,,,,,,,,,
,8,GWI6901,A320,DAEWO,EDDL,KUN,08:54:00,08:51:00,,,11,11,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:20:00,09:13:00,,,9,9,,,,,,,,,
,10,SCR762,C56XL,DCRON,EDRY,KUN,10:00:00,10:05:00,,,6,6,,,5,,,,,,
,11,SCR762,C56XL,DCRON,KUN,EGSC,17:00:00,17:18:00,,,6,6,,,,,,,,,
,12,W68122,A320,GWUKB,LTN,KUN,10:40:00,10:47:00,,,5,5,,,171,,23,,,,
,13,W68121,A320,GWUKB,KUN,LTN,11:10:00,11:36:00,,,5,5,,161,,,40,,5,4-5-6,
,14,FR4480,B738,EIFRH,GRO,KUN,12:15:00,12:003,,,7,7,,,173,,20,,,,
,15,FR4481,B738,EIFRH,KUN,GRO,12:40:00,12:53:00,,,7,7,,166,,,12,,2,1-2-3,
,16,LYLML,C172,LYLML,EYVK,KUN,12:06:00,12:06:00,,,3,3,,,,,,,,,
,17,LYLML,C172,LYLML,KUN,EYVK,12:30:00,12:30:00,,,3,3,,,,,,,,,
,18,W68152,A321,HALXS,EIN,KUN,12:50:00,12:34:00,,,5,5,,,196,,48,,,,
,19,W68151,A321,HALXS,KUN,EIN,13:25:00,13:26:00,,,5,5,,209,,,58,,2,4-5-6,
,20,FR2144,B738,EIDWK,LTN,KUN,13:35:00,13:19:00,,,2,2,,,173,WCHR,20,,,,
,21,FR2972,B738,EIDWK,KUN,DUB,15:20:00,15:23:00,,,2,2,,185,,,32,,5,1-2-3,
,22,W68144,A320,HALWX,BGO,KUN,14:25:00,14:13:00,,,5,5,,,141,WCHS,58,,,,
,23,W68143,A320,HALWX,KUN,BGO,14:55:00,15:09:00,,,5,5,,165,,,101,,2,4-5-6,
,24,LYLMM,C172,LYLMM,EYVK,KUN,15:13:00,15:13:00,,,12,12,,,,,,,,,
,25,LYLMM,C172,LYLMM,KUN,EYVK,15:55:00,15:55:00,,,12,12,,,,,,,,,
,26,FR7620,B738,EIDWP,CPH,KUN,14:35:00,15:39:00,,,7,7,,,180,,17,,,,
,27,FR2747,B738,EIDWP,KUN,STN,17:10:00,17:16:00,,,7,7,,168,,,19,,5,1-2-3,
,28,GWI6902,A319,DABGQ,KUN,DUS,17:23:00,17:23:00,,,16R,16R,,,,,,,,,
,29,W68142,A321,HALXW,AES,KUN,18:55:00,18:54:00,,,5,2,,,198,WCHS,99,,,,
,30,W68141,A321,HALXW,KUN,AES,19:30:00,19:51:00,,,5,2,,211,,,137,,2,4-5-6,
,31,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:44:00,,,9,9,,,,,,,,,
,32,LYBAS,SIRA,LYBAS,EYKS,KUN,21:00:00,20:55:00,,,12,12,,,,,,,,,
,33,SRN6911,AT72,SPSPA,RIX,KUN,21:05:00,20:49:00,,,9,9,,,,,,,,,
,34,SRN6911,AT72,SPSPA,KUN,CGN,21:50:00,21:51:00,,,9,9,,,,,,,,,
,35,FR2971,B738,EIDWK,DUB,KUN,22:05:00,22:11:00,,,2,3,,,176,,26,,,,
,36,FR2746,B738,EIFOF,STN,KUN,23:00:00,23:45:00,,,3,2,,,176,DEAF,13,,,,
,,,,,,,,,,,,,,1685,1650,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
