Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR1334,B738,EIENH,KUN,NAP,06:15:00,06:18:00,,,4,4,,168,,,12,,2,1-2-3,,
,2,FR2145,B738,EIDWE,KUN,STN,07:10:00,07:17:00,,,2,2,,183,,WCHR,22,,5,1-2-3,,
,3,W98122,A320,GWUKE,LTN,KUN,10:40:00,10:16:00,,,4,4,,,172,WCHR,35,,,,,
,4,W98121,A320,GWUKE,KUN,LTN,11:10:00,11;05,,,4,4,,179,,,54,,5,4-5-6,,
,5,FR2971,B738,EIDPR,DUB,KUN,11:35:00,11:24:00,,,4,4,,,180,,11,,,,,
,6,FR2972,B738,EIDPR,KUN,DUB,12:00:00,12:03:00,,,4,4,,182,,WCHC;WCHR,33,,5,1-2-3,,
,7,FR1333,B738,EIENH,NAP,KUN,12:10:00,11:51:00,,,2,2,,,174,,23,,,,,
,8,FR2618,B738,EIENH,KUN,VDA,13:00:00,13:18:00,,,2,2,,178,,,51,,5,1-2-3,,
,9,FR2144,B738,EIDWE,STN,KUN,12:50:00,12:55:00,,,4,4,,,169,WCHR*2,26,,,,,
,10,FR3467,B738,EIDWE,KUN,LTN,15:30:00,15:35:00,,,4,4,,172,,WCHR,30,,5,1-2-3,,
,11,LYKAL,TB21,LYKAL,EYKS,KUN,21:00:00,21:03:00,,,13,13,,,,,,,,,,
,12,FR3466,B738,EIDWE,LTN,KUN,21:25:00,21:43:00,,,2,2,,,177,,23,,,,,
,13,FR2619,B738,EIENH,VDA,KUN,22:40:00,22:47:00,,,4,4,,,15,,3,,,,,
,,,,,,,,,,,,,,1062,887,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
