Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.12.02,,,,,,,,,,,Renatas Venckūnas,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR1334,B738,EIEXF,KUN,NAP,06:15:00,06:18:00,,,3,3,,153,,,19,,2,1-2-3,,
,2,FR2145,B738,EIEVX,KUN,STN,07:10:00,07:22:00,,,5,5,,167,,WCHS/WCBD,37,,5,1-2-3,,
,3,W98122,A320,GWUKF,LTN,KUN,10:40:00,09:58:00,,,4,4,,,161,,30,,,,,
,4,W98121,A320,GWUKF,KUN,LTN,11:10:00,11:15:00,,,4,4,,158,,WCHS,?,,5,4-5-6,,
,5,FR2971,B738,EIFZT,DUB,KUN,11:35:00,11:11:00,,,4,5,,,174,2*WCHR,50,,,,,
,6,FR2972,B738,EIFZT,KUN,DUB,12:00:00,12:04:00,,,4,5,,178,,,63,,5,1-2-3,,
,7,YUPNK,C56X,YUPNK,KUN,NCE,12:00:00,12:07:00,,,13,13,,1,,,,,,,,
,8,FR1333,B738,EIEXF,NAP,KUN,12:10:00,12:03:00,,,4,4,,,162,,24,,,,,
,9,FR2618,B738,EIEXF,KUN,VDA,13:00:00,13:04:00,,,4,4,,134,,,37,,5,1-2-3,,
,10,FR2144,B738,EIEVL,STN,KUN,12:50:00,12:51:00,,,3,3,,,158,WCHS/WCAP;WCHC/WCMP;2*WCHR,41,,,,,
,11,FR3467,B738,EIEVL,KUN,LTN,15:30:00,15:36:00,,,3,3,,175,,WCHR,35,,6,1-2-3,,
,12,FR3466,B738,EIEVL,LTN,KUN,21:25:00,21:18:00,,,3,5,,,177,,36,,,,,
,13,FR2619,B738,EIEXF,VDA,KUN,22:40:00,22:12:00,,,4,4,,,169,,85,,,,,
,,,,,,,,,,,,,,966,1001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
