Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,
,,,,,2018.10.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,DH8D,SPEQF,WAW,KUN,00:45:00,00:30:00,,,4,4,,,55,,14,,,,,
,2,LO796,DH8D,SPEQF,KUN,WAW,06:15:00,06:20:00,,,4,4,,40,,,8,,1,8-9,,
,3,FR7621,B738,EIENH,KUN,CPH,06:25:00,06:34:00,,,2,2,,165,,,18,,2,1-2-3,,
,4,FR2145,B738,EIFTA,KUN,LTN,07:30:00,07:59:00,,,3,3,,172,,WCHC,33,,5,1-2-3,,
,5,SRN6912,AT72,SPSPA,EDDK,KUN,07:30:00,07:58:00,,,9,9,,,,,,,,,,
,6,SRN6912,AT72,SPSPA,KUN,RIX,08:45:00,08:55:00,,,9,9,,,,,,,,,,
,7,SPNST,PA34,SPNST,EPBC,KUN,08:00:00,07:46:00,,,2,2,,,,,,,,,,
,8,SPNST,PA34,SPNST,KUN,EPMO,08:30:00,08:12:00,,,2,2,,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:47:00,,,9,9,,,,,,,,,,
,10,FR9113,B738,EIEKM,PFO,KUN,10:25:00,10:29:00,,,2,2,,,160,,37,,,,,
,11,FR9114,B738,EIEKM,KUN,PFO,10:50:00,11:22:00,93/0019,,2,2,,179,,,31,,6,1-2-3,,
,12,W68122,A320,GWUKF,LTN,KUN,10:40:00,10:44:00,,,4,4,,,157,,25,,,,,
,13,W68121,A320,GWUKF,KUN,LTN,11:10:00,11;37,,,4,4,,178,,,45,,5,4-5-6,,
,14,W68146,A320,HALYF,SVG,KUN,11:35:00,11:15:00,,,8,8,,,168,,57,,,,,
,15,W68145,A320,HALYF,KUN,SVG,12:05:00,11:58:00,,,8,8,,121,,,38,,1,4-5-6,,
,16,FR2144,B738,EIFTA,LTN,KUN,13:35:00,14:43:00,,,4,4,,,170,WCHR,14,,,,,
,17,FR3964,B738,EIFTA,KUN,RMI,14:25:00,1900-01-04 20:26:00,,,4,4,,161,,,39,,2,1-2-3,,
,18,FR7620,B738,EIENH,CPH,KUN,14:35:00,15:42:00,,,4,2,,,178,,15,,,,,
,19,FR8821,B738,EIENH,KUN,SNN,16:00:00,16:33:00,,,4,2,,178,,WCHR,46,,6,1-2-3,,
,20,FR3728,B738,EIFIB,BOJ,KUN,16:15:00,16:32:00,,,4,4,,,171,,26,,,,,
,21,FR3729,B738,EIFIB,KUN,BOJ,16:40:00,17:12:00,,,4,4,,142,,,13,,5,1-2-3,,
,22,FR1333,B738,EIDPY,NAP,KUN,16:55:00,17:23:00,,,8,4,,,168,,25,,,,,
,23,FR1334,B738,EIDPY,KUN,NAP,17:20:00,17:06:00,,,8,4,,158,,WCMP/WCHS,24,,2,1-2-3,,
,24,FR3965,B738,EIFTA,RMI,KUN,19:50:00,21:41:00,,,3,3,,,168,,36,,,,,
,25,FR9098,B738,EIESP,ALC,KUN,20:15:00,20:26:00,,,4,4,,,178,,35,,,,,
,26,FR9099,B738,EIESP,KUN,ALC,20:40:00,21:21:00,93/0015,81/0020,4,4,,174,,,43,,2,1-2-3,,
,27,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:27:00,,,9,9,,,,,,,,,,
,28,SRN6911,AT72,SPSPA,RIX,KUN,21:05:00,20:46:00,,,9,9,,,,,,,,,,
,29,SRN6911,AT72,SPSPA,KUN,EDDK,21:50:00,21:54:00,,,9,9,,,,,,,,,,
,30,FR8822,B738,EIENH,SNN,KUN,23:10:00,23:16:00,,,2,2,,,174,2*WCHR,22,,,,,
,,,,,,,,,,,,,,1668,1747,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
