Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR1334,B738,EIEVX,KUN,NAP,06:15:00,06:19:00,,,8,8,,174,,,41,,2,1-2-3,,
,2,FR2145,B738,EIEXF,KUN,STN,07:10:00,07:13:00,,,7,7,,174,,,41,,5,1-2-3,,
,3,W98122,A320,GWUKD,LTN,KUN,10:40:00,10:54:00,,,4,4,,,172,,52,,,,,
,4,W98121,A320,GWUKD,KUN,LTN,11:10:00,11:40:00,93/0020,,4,4,,173,,,89,,5,4-5-6,,
,5,FR2971,B738,EIDAF,DUB,KUN,11:35:00,11:45:00,,,4,4,,,179,2* WCHR,55,,,,,
,6,FR2972,B738,EIDAF,KUN,DUB,12:00:00,12:35:00,93/0016,87/0014,4,4,,187,,,78,,5,1-2-3,,
,7,FR1333,B738,EIEVX,NAP,KUN,12:10:00,11:59:00,,,7,7,,,175,,50,,,,,
,8,FR2618,B738,EIEXF,KUN,VDA,13:00:00,13:07:00,,,7,7,,168,,,82,,6,1-2-3,,
,9,FR2144,B738,EIEXF,STN,KUN,12:50:00,13:06:00,,,4,7,,,179,,47,,,,,
,10,FR3467,B738,EIEXF,KUN,LTN,15:30:00,15:38:00,,,4,4,,176,,,70,,5,1-2-3,,
,11,RRR2184,KC30,ZZ330,BZZ,KUN,13:35:00,CNL,,,3L,,,,,CNL,,,,,,
,12,RRR2185,KC330,ZZ330,KUN,BZZ,16:35:00,CNL,,,3L,,,125,,CNL,,,,,,
,13,FR3466,B738,EIEXF,LTN,KUN,21:25:00,21:34:00,,,2,2,,,186,WCHR,48,,,,,
,14,FR2619,B738,EIEVX,VDA,KUN,22:40:00,22:28:00,,,4,4,,,165,WCHS,95,,,,,
,,,,,,,,,,,,,,1177,1056,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
