Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPLDF,WAW,KUN,00:45:00,00:30:00,,,7,7,,,26,,9,,,,,
,2,LO796,E170,SPLDF,KUN,WAW,06:15:00,06:24:00,,,7,7,,57,,,,,1,8-9,,
,3,FR7621,B738,EIDWE,KUN,CPH,06:20:00,06:22:00,,,5,5,,179,,WCHS,23,,2,1-2-3,,
,4,FR2836,B738,EIDWC,KUN,TLV,08:00:00,09:48:00,46/0142,,2,3,,154,,,66,,5,1-2-3,,
,5,SRN6912,AT72,SPSPA,EDDK,KUN,08:00:00,07:34:00,,,9,9,,,,,,,,,,
,6,SRN6912,AT72,SPSPA,KUN,RIX,08:45:00,08:43:00,,,9,9,,,,,,,,,,
,7,SAR802,SF34,SPKPN,WAW,KUN,09:50:00,07:17:00,,,9,9,,,,,,,,,,
,8,SPMIS,PA44,SPMIS,EPWA,KUN,09:00:00,09:07:00,,,1,1,,,,,,,,,,
,9,SPMIS,PA44,SPMIS,KUN,EPMO,09:30:00,9;50,,,1,1,,,,,,,,,,
,10,W68146,A320,HALYL,SVG,KUN,12:15:00,11:55:00,,,4,4,,,149,,58,,,,,
,11,W68145,A320,HALYL,KUN,SVG,12:45:00,12:51:00,,,4,4,,150,,,52,,2,4-5-6,,
,12,FR7620,B738,EIDWE,CPH,KUN,14:40:00,14:10:00,,,4,4,,,158,,22,,,,,
,13,FR3467,B738,EIDWE,KUN,LTN,15:55:00,15:59:00,,,4,4,,179,,WCHC,33,,5,1-2-3,,
,14,YLHML,A109,YLHML,EPMO,KUN,15:05:00,15:38:00,,,6,6,,,,,,,,,,
,15,FR2837,B738,EIDWC,TLV,KUN,16:40:00,19:13:00,,,4,3,,,176,,64,,,,,
,16,FR1794,B738,EIENF,KUN,MXP,17:30:00,17:40:00,,,4,2,,139,,,26,,2,1-2-3,,
,17,FR9098,B738,EIGDY,ALC,KUN,19:00:00,18:21:00,,,4,4,,,183,,74,,,,,
,18,FR9099,B738,EIGDY,KUN,ALC,19:25:00,19:29:00,,,4,4,,166,,,52,,2,1-2-3,,
,19,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:26:00,,,9,9,,,,,,,,,,
,20,SRN6911,AT72,SPSPA,RIX,KUN,21:15:00,20:49:00,,,9,9,,,,,,,,,,
,21,SRN6911,AT72,SPSPA,KUN,EDDK,21:50:00,22:07:00,,,9,9,,,,,,,,,,
,22,FR3466,B738,EIDWE,LTN,KUN,21:25:00,21:23:00,,,2,2,,,179,,54,,,,,
,23,FR1793,B738,EIENF,MXP,KUN,23:05:00,23:44:00,,,5,5,,,170,,42,,,,,
,,,,,,,,,,,,,,1024,1041,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
