Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,
,,,,,2018.11.15,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPLDF,WAW,KUN,00:45:00,00:40:00,,,7,7,,,55,,18,,,,,
,2,LO796,E170,SPLDF,KUN,WAW,06:15:00,06:18:00,,,7,7,,45,,,,,1,8-9,,
,3,FR7621,B738,EIDWC,KUN,CPH,06:20:00,06:23:00,,,3,3,,172,,,19,,2,1-2-3,,
,4,FR1794,B738,EIEKD,KUN,MXP,07:05:00,07:05:00,,,2,2,,149,,,17,,2,1-2-3,,
,,SWN7842,ATP,SEMAJ,CGN,KUN,07:05:00,07:03:00,,,7,7,,,,,,,,,,
,,SWN7843,ATP,SEMAJ,KUN,CGN,08:05:00,08:08:00,,,7,7,,,,,,,,,,
,5,SRN6912,AT72,SPSPA,CGN,KUN,07:30:00,08:02:00,,,9,9,,,,,,,,,,
,6,SRN6912,AT72,SPSPA,KUN,RIX,08:45:00,09:03:00,,,9,9,,,,,,,,,,
,7,DECMR,SR22T,DECMR,EPBC,KUN,08:05:00,08:06:00,,,2,2,,,,,,,,,,
,8,DECMR,SR22T,DECMR,KUN,EPWR,08:30:00,08:45:00,,,2,2,,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,10:06:00,,,9,9,,,,,,,,,,
,10,YLHML,A109,YLHML,KUN,EPMO,10:00:00,12:32:00,,,6,6,,,,,,,,,,
,11,FR9113,B738,EIEMD,PFO,KUN,10:25:00,10:14:00,,,2,2,,,183,,78,,,,,
,12,FR9114,B738,EIEMD,KUN,PFO,10:50:00,11:02:00,,,2,2,,162,,WCHS,38,,5,1-2-3,,
,13,FR7949,B738,EIDLH,BLQ,KUN,11:25:00,11:38:00,,,7,4,,,164,,51,,,,,
,14,FR7950,B738,EIDLH,KUN,BLQ,11:50:00,12:33:00,,,7,4,,148,,,34,,2,1-2-3,,
,15,VOR06,DA62,GDVOR,KUN,KUN,11:55:00,10:01:00,,,13,13,,,,,,,,,,
,16,FR1793,B738,EIEKD,MXP,KUN,12:40:00,12:30:00,,,4,4,,,146,,20,,,,,
,17,FR2618,B738,EIEKD,KUN,VDA,13:30:00,13:57:00,,,4,4,,166,,,65,,5,1-2-3,,
,18,VOR06,DA62,GDVOR,KUN,KUN,14:25:00,12:12:00,,,13,13,,,,,,,,,,
,19,VOR06,DA62,GDVOR,KUN,VNO,15:25:00,13:16:00,,,13,13,,,,,,,,,,
,20,FR7620,B738,EIFZG,CPH,KUN,14:40:00,14:32:00,,,4,4,,,175,WCHR,12,,,,,
,21,FR3467,B738,EIFZG,KUN,LTN,15:55:00,15:56:00,,,4,4,,182,,,45,,5,1-2-3,,
,22,FR1333,B738,EIEBN,NAP,KUN,16:50:00,16:51:00,,,4,4,,,175,,45,,,,,
,23,FR1334,B738,EIEBN,KUN,NAP,17:15:00,17:31:00,,,4,4,,174,,,52,,2,1-2-3,,
,24,AEA957,B738,ECLQX,BCN,KUN,19:45:00,19:50:00,,,6,6,,,31,,,,,,,
,25,FR8822,B738,EIEKH,SNN,KUN,20:50:00,20:40:00,,,4,4,,,187,WCHR; WCHS,57,,,,,
,26,FR8821,B738,EIEKH,KUN,SNN,21:15:00,21:32:00,,,4,4,,184,,,72,,5,1-2-3,,
,27,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:27:00,,,9,9,,,,,,,,,,
,28,SRN6911,AT72,SPSPA,RIX,KUN,21:05:00,20:46:00,,,9,9,,,,,,,,,,
,29,SRN6911,AT72,SPSPA,KUN,CGN,21:50:00,21:53:00,,,9,9,,,,,,,,,,
,30,FR3466,B738,EIFZG,LTN,KUN,21:50:00,21;43,,,2,2,,,171,WCHS/ WCMP,41,,,,,
,31,FR2619,B738,EIEKD,VDA,KUN,23:10:00,22:41:00,,,3,3,,,175,,112,,,,,
,,,,,,,,,,,,,,1382,1462,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
