Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.12.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPLII,WAW,KUN,00:45:00,00:41:00,,,7,7,,,41,,10,,,,,
,2,LO796,E170,SPLII,KUN,WAW,06:15:00,06:28:00,,,7,7,,31,,,8,,1,8-9,,
,3,FR7621,B738,EIEXF,KUN,CPH,06:20:00,06:26:00,,,3,3,,155,,,28,,2,1-2-3,,
,4,FR2145,B738,EIEVH,KUN,STN,06:40:00,06:56:00,,,2,2,,160,,,29,,5,1-2-3,,
,5,SWN7842,ATP,SEMAJ,CGN,KUN,06:55:00,06:23:00,,,8,8,,,,,,,,,,
,6,SWN7843,ATP,SEMAJ,KUN,CGN,07:00:00,07:11:00,,,8,8,,,,,,,,,,
,7,SRN6912,AT72,SPSPA,EDDK,KUN,08:00:00,07:58:00,,,9,9,,,,,,,,,,
,8,SRN6912,AT72,SPSPA,KUN,RIX,08:45:00,08:48:00,,,9,9,,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:35:00,09:46:00,,,9,9,,,,,,,,,,
,10,W98122,A320,GWUKD,LTN,KUN,10:30:00,10:04:00,,,4,4,,,175,MAAS,52,,,,,
,11,W98121,A320,GWUKD,KUN,LTN,11:05:00,11:00:00,,,4,4,,168,,WCHS/WCMP,54,,5,4-5-6,,
,12,FR2144,B738,EIEVH,STN,KUN,12:20:00,12:35:00,,,2,2,,,172,2*WCHS,25,,,,,
,13,VPCLO,F900EX,VPCLO,LBG,KUN,13:25:00,,,,3,,,,,CNL,,,,,,
,14,VPCLO,F900EX,VPCLO,KUN,VNO,13:55:00,,,,3,,,,,CNL,,,,,,
,15,A34010,A320,SXDVN,ATH,KUN,14:00:00,13:55:00,,,8,8,,,132,,132,,,,,
,16,FR2972,B738,EIEXF,KUN,DUB,15:40:00,15:52:00,,,7,7,,184,,,60,,5,1-2-3,,
,17,FR7620,B738,EIEXF,CPH,KUN,14:40:00,14:30:00,,,7,7,,,167,,31,,,,,
,18,FR3467,B738,EIEVH,KUN,LTN,15:55:00,16:00:00,,,2,2,,161,,,34,,5,1-2-3,,
,19,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:29:00,,,9,9,,,,,,,,,,
,20,SRN6911,AT72,SPSPA,RIX,KUN,21:15:00,20:37:00,,,9,9,,,,,,,,,,
,21,SRN6811,AT72,SPSPA,KUN,EDDK,21:50:00,21:47:00,,,9,9,,,,,,,,,,
,22,FR3466,B738,EIEVH,LTN,KUN,21:25:00,21:38:00,,,2,5,,,171,,51,,,,,
,23,FR2971,B738,EIEVH,DUB,KUN,22:30:00,22:40:00,,,3,5,,,182,,78,,,,,
,,,,,,,,,,,,,,859,1040,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
