Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.12.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,DH8D,SPEQL,WAW,KUN,00:45:00,00:24:00,,,7,7,,,32,,7,,,,,
,2,LO796,DH8D,SPEQL,KUN,WAW,06:15:00,06:19:00,,,7,7,,44,,,11,,1,8-9,,
,3,FR7621,B738,EIEVH,KUN,CPH,06:20:00,06:31:00,,,3,3,,174,,,26,,2,1-2-3,,
,4,SWN7842,ATP,SEMAJ,CGN,KUN,06:55:00,06:37:00,,,8,8,,,,,,,,,,
,5,SWN7843,ATP,SEMAJ,KUN,CGN,08:00:00,07:28:00,,,8,8,,,,,,,,,,
,6,FR2836,B738,EIEXF,KUN,TLV,08:00:00,08:05:00,,,5,5,,165,,WCHC/WCMP,43,,5,1-2-3,,
,7,SRN6912,AT72,SPSPA,CGN,KUN,08:00:00,07:44:00,,,9,9,,,,,,,,,,
,8,SRN6912,AT72,SPSPA,KUN,RIX,08:45:00,08:47:00,,,9,9,,,,,,,,,,
,9,SAR802,SF34,SPKPN,WAW,KUN,09:50:00,09:40:00,,,9,9,,,,,,,,,,
,10,DECMR,SR22,DECMR,WAW,KUN,08:40:00,08:24:00,,,3,3,,,,,,,,,,
,11,DECMR,SR22,DECMR,KUN,WAW,09:00:00,09:03:00,,,3,3,,,,,,,,,,
,12,W68146,A320,HALYL,SVG,KUN,12:15:00,12:05:00,,,4,4,,,162,WCHC/WCMP,58,,,,,
,13,W68145,A320,HALYL,KUN,SVG,12:45:00,12:48:00,,,4,4,,94,,,41,,2,4-5-6,,
,14,FR7620,B738,EIEVH,CPH,KUN,14:40:00,14:18:00,,,4,4,,,173,,18,,,,,
,15,FR3467,B738,EIEVH,KUN,LTN,15:55:00,15:59:00,,,4,4,,179,,WCHS,46,,5,1-2-3,,
,16,FR2837,B738,EIEXF,TLV,KUN,16:40:00,19:00:00,,,3,3,,,164,,71,,,,,
,17,FR1794,B738,EIEVL,KUN,MXP,17:30:00,18:48:00,,,3,2,,135,,,30,,2,1-2-3,,
,18,FR9098,B738,EIENF,ALC,KUN,19:00:00,18:40:00,,,4,4,,,182,,74,,,,,
,19,FR9099,B738,EIENF,KUN,ALC,19:25:00,19:27:00,,,4,4,,177,,,46,,2,1-2-3,,
,20,SAR801,SF34,SPKPN,KUN,WAW,20:25:00,20:38:00,,,9,9,,,,,,,,,,
,21,SRN6911,AT72,SPSPA,RIX,KUN,21:15:00,21:44:00,,,9,9,,,,,,,,,,
,22,SRN6911,AT72,SPSPA,KUN,CGN,21:50:00,21:58:00,,,9,9,,,,,,,,,,
,23,FR3466,B738,EIEVH,LTN,KUN,21:50:00,21:38:00,,,3,2,,,183,WCHS,40,,,,,
,24,FR1793,B738,EIEVL,MXP,KUN,23:05:00,22:55:00,,,5,5,,,169,,42,,,,,
,,,,,,,,,,,,,,968,1065,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
