Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR7621,B738,EIDWP,KUN,CPH,06:25:00,06:31:00,,,2,2,,168,,WCHC;WCHS,21,,2,1-2-3,,
,2,FR2145,B738,EIDWK,KUN,LTN,07:30:00,07:33:00,,,3,3,,169,,WCHC,16,,5,1-2-3,,
,3,FR1333,B738,EIFIB,NAP,KUN,10:10:00,09:57:00,,,7,7,,,160,,22,,,,,
,4,FR1334,B738,EIFIB,KUN,NAP,10:35:00,10:40:00,,,7,7,,175,,,60,,2,1-2-3,,
,5,W68122,A320,GWUKA,LTN,KUN,10:40:00,10:39:00,,,5,5,,,163,,38,,,,,
,6,W68121,A320,GWUKA,KUN,LTN,11:10:00,11:22:00,93/0005,,5,5,,177,,,71,,5,4-5-6,,
,7,FR8822,B738,EIEKJ,SNN,KUN,12:35:00,12:31:00,,,5,5,,,182,WCHS*2,27,,,,,
,8,FR8821,B738,EIEKJ,KUN,SNN,13:00:00,13:18:00,93/0001,99/0013,5,5,,180,,,46,,5,1-2-3,,
,9,FR2144,B738,EIDWK,LTN,KUN,13:35:00,13:30:00,,,2,2,,,177,,30,,,,,
,10,FR2972,B738,EIDWK,KUN,DUB,14:45:00,14:48:00,,,2,2,,185,,,38,,5,1-2-3,,
,11,FR7620,B738,EIDWP,CPH,KUN,14:35:00,14:28:00,,,5,5,,,184,,12,,,,,
,12,FR8682,B738,EIDWP,KUN,BRS,15:40:00,15:44:00,,,5,5,,174,,WCHS,31,,5,1-2-3,,
,,KTB411,L410,LYAVA,KUN,KUN,19:00:00,19:10:00,,,23,23,,,,,,,,,,
,,KTB411,L410,LYAVA,KUN,KUN,19:40:00,19:57:00,,,23,23,,,,,,,,,,
,13,FR2971,B738,EIDWK,DUB,KUN,21:30:00,21:17:00,,,2,2,,,179,WCHR,37,,,,,
,14,KLJ1159,B735,LYKLJ,EKKA,KUN,21:30:00,22:13:00,,,8,8,,,,,,,,,,
,15,FR8681,B738,EIDWP,BRS,KUN,21:50:00,21:40:00,,,3,3,,,175,,18,,,,,
,,,,,,,,,,,,,,1228,1220,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
