Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių ataskaita,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistė,,,,,,,,
,,,,,2018.11.08,,,,,,,,,Ugnė Kilimaitė,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPLDF,WAW,KUN,00:45:00,00:21:00,,,7,7,,,49,,8,,,,,
,2,LO796,E170,SPLDF,KUN,WAW,06:15:00,06:31:00,,,7,7,,57,,,17,,1,8-9,,
,3,FR7621,B738,EIDWR,KUN,CPH,06:20:00,06:37:00,80/0004,,2,2,,163,,,34,,2,1-2-3,,
,4,FR1794,B738,EIEXE,KUN,MXP,07:05:00,7;08,,,4,4,,130,,,20,,2,1-2-3,,
,5,SRN6912,AT72,SPSPD,CGN,KUN,07:30:00,07:47:00,,,9,9,,,,,,,,,,
,6,KLJ104P,A320,YLLCN,RIX,KUN,08:30:00,08:58:00,,,8,8,,,,,,,,,,
,7,KLJ104P,A320,YLLCN,KUN,TGD,10:30:00,10:00:00,,,8,8,,49,,,29,,,,,
,8,DECMR,SR22,DECMR,EPWA,KUN,08:30:00,08:44:00,,,2,2,,,,,,,,,,
,9,DECMR,SR22,DECMR,KUN,EPWR,09:00:00,09:30:00,,,2,2,,,,,,,,,,
,10,SRN6912,AT72,SPSPD,KUN,RIX,08:45:00,09:01:00,,,9,9,,,,,,,,,,
,11,SAR802,SF34,SPKPV,WAW,KUN,09:35:00,19:59:00,,,9,9,,,,,,,,,,
,12,4U6902,A320,DAEWQ,HAM,KUN,09:25:00,08:58:00,,,12,12,,,,,,,,,,
,13,4U6903,A320,DAEWP,KUN,HAM,10:30:00,10:04:00,,,10,10,,,,,,,,,,
,14,FR9113,B738,EIGSI,PFO,KUN,10:25:00,10:57:00,,,2,2,,,181,,110,,,,,
,15,FR9114,B738,EIGSI,KUN,PFO,10:50:00,11:44:00,93/0035,77/0005,2,2,,150,,,49,,5,1-2-3,,
,16,FR7949,B738,EIEBY,BLQ,KUN,11:25:00,11:02:00,,,4,4,,,165,,36,,,,,
,17,FR7950,B738,EIEBY,KUN,BLQ,11:50:00,11:55:00,,,4,4,,166,,,42,,2,1-2-3,,
,18,OS1511,A319,OELDB,KUN,KUN,12:00:00,13:00:00,,,16R,16R,,,,TEST FLIGHT,,,,,,
,19,OS1511,A319,OELDB,KUN,KUN,13:00:00,16:14:00,,,16R,16R,,,,TEST FLIGHT,,,,,,
,20,FR1793,B738,EIEXE,MXP,KUN,12:40:00,12:20:00,,,4,4,,,139,,35,,,,,
,21,FR2618,B738,EIEXE,KUN,VDA,13:30:00,13:42:00,,,4,4,,173,,WCHS,88,,5,1-2-3,,
,22,FR7620,B738,EIDWR,CPH,KUN,14:40:00,14:39:00,,,2,2,,,169,,12,,,,,
,23,OS1475,A320,OELBJ,VIE,KUN,15:00:00,15:59:00,,,15,12,,,,,,,,,,
,24,OS1476,A319,OELDB,KUN,VIE,16:00:00,20:16:00,,,16R,16R,,,,,,,,,,
,25,FR3467,B738,EIDWR,KUN,LTN,15:55:00,15:59:00,,,2,2,,181,,,42,,5,1-2-3,,
,26,FR1333,B738,EIFIY,NAP,KUN,16:50:00,16:56:00,,,4,4,,,165,,47,,,,,
,27,FR1334,B738,EIFIY,KUN,NAP,17:15:00,17:47:00,93/0010,99/0010,4,4,,169,,,36,,2,1-2-3,,
,28,FR8822,B738,EIDYY,SNN,KUN,20:50:00,20:39:00,,,4,4,,,180,,77,,,,,
,29,FR8821,B738,EIDYY,KUN,SNN,21:15:00,21:43:00,75/0015,80/0004,4,4,,178,,WCHR,71,,5,1-2-3,,
,30,SRN6911,AT72,SPSPD,RIX,KUN,21:05:00,20:45:00,,,9,8,,,,,,,,,,
,31,SRN6911,AT72,SPSPD,KUN,CGN,21:50:00,21:49:00,,,9,8,,,,,,,,,,
,32,FR3466,B738,EIDWR,LTN,KUN,21:50:00,21:56:00,,,2,2,,,178,,37,,,,,
,33,FR2619,B738,EIEXE,VDA,KUN,23:10:00,23:02:00,,,4,4,,,176,,102,,,,,
,,,,,,,,,,,,,,1416,1402,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
