Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.31,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,DH8D,,WAW,KUN,00:45:00,,,,7,,,,,,,,,,,
,2,LO796,DH8D,,KUN,WAW,06:15:00,,,,7,,,C0/P0/Y26,,,26,,1,8-9,,
,3,FR7621,B738,EIENH,KUN,CPH,06:20:00,,,,2,,,181/15/2,,,35,,2,1-2-3,,
,4,FR2145,B738,EIDWE,KUN,STN,06:40:00,,,,4,,,167/18/2,,,17,,5,1-2-3,,
,7,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,8,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,9,SAR802,SF34,,WAW,KUN,09:35:00,,,,9,,,,,,,,,,,
,10,W68122,A320,GWUKB,LTN,KUN,10:30:00,,,,4,,,,,,,,,,,
,11,W68121,A320,GWUKB,KUN,LTN,11:05:00,,,,4,,,166/23/3,,WCHR,20,,5,4-5-6,,
,12,FR2144,B738,EIDWE,STN,KUN,12:20:00,,,,3,,,,,WCHR,,,,,,
,13,FR2972,B738,EIENH,KUN,DUB,15:40:00,,,,4,,,175/17/4,,WCHC,26,,5,1-2-3,,
,14,FR7620,B738,EIENH,CPH,KUN,14:40:00,,,,4,,,,,2*WCHR,,,,,,
,15,FR3467,B738,EIDWP,LTN,STN,15:30:00,,,,2,,,164/26/4,,WCHC/WCMP,18,,5,1-2-3,,
,16,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,17,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,18,SRN6811,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,19,FR3466,B738,EIDWP,LTN,KUN,21:25:00,,,,2,,,,,,,,,,,
,20,FR2971,B738,EIENH,DUB,KUN,22:30:00,,,,4,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
