Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.24,,,,,,,,,,,Renatas Venckūnas,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,DH8D,,WAW,KUN,00:45:00,,,,4,,,,,,,,,,,
,2,LO796,DH8D,,KUN,WAW,06:15:00,,,,4,,,0C/1P/39Y,,,40,,1,8-9,,
,3,FR7621,B738,EIDWE,KUN,CPH,06:25:00,,,,3,,,184/15/0,,,7,,2,1-2-3,,
,4,FR2145,B738,EIENF,KUN,LTN,07:30:00,,,,2,,,174/19/3,,,18,,5,1-2-3,,
,5,SPMIS,PA44,SPMIS,EPBC,KUN,08:15:00,,,,2,,,,,,,,,,,
,6,SPMIS,PA44,SPMIS,KUN,EPBC,08:45:00,,,,2,,,,,,,,,,,
,7,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,8,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,9,SAR802,SF34,,WAW,KUN,09:35:00,,,,9,,,,,,,,,,,
,10,W68122,A320,GWUKB,LTN,KUN,10:40:00,,,,4,,,,,,,,,,,
,11,W68121,A320,GWUKB,KUN,LTN,11:10:00,,,,4,,,161/28/4,,,32,,5,4-5-6,,
,12,FR9098,B738,EIESZ,ALC,KUN,12:40:00,,,,4,,,,,,,,,,,
,13,FR9099,B738,EIESZ,KUN,ALC,13:05:00,,,,4,,,149/33/5,,WCHS,40,,2,1-2-3,,
,14,BAF615,135BJ,CE01,HAM,KUN,13:40:00,,,,6,,,,12,,,,,,,
,15,BAF615,135BJ,CE01,KUN,EBMB,13:40:00,,,,6,,,,,,,,,,,
,16,FR2144,B738,EIENF,LTN,KUN,13:35:00,,,,2,,,,,,,,,,,
,17,FR2972,B738,EIENF,KUN,DUB,15:30:00,,,,2,,,171/18/11,,WCHR;WCHS,21,,5,1-2-3,,
,18,FR7620,B738,EIDAN,CPH,KUN,14:35:00,,,,4,,,,,,,,,,,
,19,FR2747,B738,EIDAN,KUN,STN,17:10:00,,,,4,,,168/22/4,,,14,,5,1-2-3,,
,20,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,21,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,22,SRN6811,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,23,FR2971,B738,EIENF,DUB,KUN,22:15:00,,,,3,,,,,,,,,,,
,24,FR2746,B738,EIDAN,STN,KUN,23:00:00,,,,2,,,,,,,,,,,
,,,,,,,,,,,,,,0,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
