Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.17,,,,,,,,,,,Renatas Venckūnas,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,DH8D,SPEQI,WAW,KUN,00:45:00,,,,7,,,,,,,,,,,
,2,LO796,DH8D,SPEQI,KUN,WAW,06:15:00,,,,7,,,0C/1P/51Y,,,52,,1,8-9,,
,3,FR7621,B738,EIDWP,KUN,CPH,06:25:00,,,,2,,,180/17/1,,WCHR,11,,2,1-2-3,,
,4,FR2145,B738,EIFOF,KUN,LTN,07:30:00,,,,3,,,171/11/5,,,15,,5,1-2-3,,
,5,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,6,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,7,SAR802,SF34,,WAW,KUN,09:35:00,,,,9,,,,,,,,,,,
,8,W68122,A320,GWUKD,LTN,KUN,10:40:00,,,,5,,,,,WCHS;WCHR,,,,,,
,9,W68121,A320,GWUKD,KUN,LTN,11:10:00,,,,5,,,165/16/5,,,21,,5,4-5-6,,
,10,FR9098,B738,EIEVT,ALC,KUN,12:40:00,,,,5,,,,,,,,,,,
,11,FR9099,B738,EIEVT,KUN,ALC,13:05:00,,,,5,,,166/14/6,,GOLF,33,,2,1-2-3,,
,12,FR2144,B738,EIFOF,LTN,KUN,13:35:00,,,,2,,,,,WCHR,,,,,,
,13,FR2972,B738,EIFOF,KUN,DUB,15:30:00,,,,2,,,172/19/10,,DEAF;WCHR;WCHSX2,20,,5,1-2-3,,
,14,FR7620,B738,EIDWP,CPH,KUN,14:35:00,,,,5,,,,,,,,,,,
,15,FR2747,B738,EIDWP,KUN,STN,17:10:00,,,,5,,,176/8/4,,OXYG/WCHS;WXHR;WCHS,16,,5,1-2-3,,
,16,DX988,AT72,OYLHB,KUN,AGH,15:00:00,,,,PL,,,,,,,,,,,
,17,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,18,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,19,SRN6811,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,20,FR2971,B738,EIFOF,DUB,KUN,22:15:00,,,,3,,,,,WCHR,,,,,,
,21,FR2746,B738,EIDWP,STN,KUN,23:00:00,,,,2,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
