Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.13,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,B737,,WAW,KUN,00:45:00,,,,7,,,,,,,,,,,
,2,LO796,B737,,KUN,WAW,06:15:00,,,,7,,,0C/2P/49Y,,,51,,1,8-9,,
,3,FR7621,B738,EIDWE,KUN,CPH,06:20:00,,,,5,,,186/11/2,,WCHS,34,,2,1-2-3,,
,4,FR2836,B738,EIENF,KUN,TLV,08:00:00,,,,2,,,159/2/0,,,79,,5,1-2-3,,
,5,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,6,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,7,SAR802,SF34,,WAW,KUN,09:50:00,,,,9,,,,,,,,,,,
,8,SPMIS,PA44,SPMIS,EPWA,KUN,09:00:00,,,,1,,,,,,,,,,,
,9,SPMIS,PA44,SPMIS,KUN,EPMO,09:30:00,,,,1,,,,,,,,,,,
,10,W68146,A320,HALYL,SVG,KUN,12:15:00,,,,4,,,,,,,,,,,
,11,W68145,A320,HALYL,KUN,SVG,12:45:00,,,,4,,,144/19/3,,,93,,2,4-5-6,,
,12,FR7620,B738,EIDWE,CPH,KUN,14:40:00,,,,4,,,,,,,,,,,
,13,FR3467,B738,EIDWE,KUN,LTN,15:30:00,,,,4,,,176/11/4,,WCHC,51,,5,1-2-3,,
,14,YLHML,A109,YLHML,EPMO,KUN,15:05:00,,,,6,,,,,,,,,,,
,15,FR2837,B738,EIENF,TLV,KUN,16:40:00,,,,4,,,,,,,,,,,
,16,FR1794,B738,EIENF,KUN,MXP,17:30:00,,,,4,,,144/0/1,,,46,,2,1-2-3,,
,17,FR9098,B738,EIGDY,ALC,KUN,19:00:00,,,,4,,,,,,,,,,,
,18,FR9099,B738,EIGDY,KUN,ALC,19:25:00,,,,4,,,180/6/5,,,57,,2,1-2-3,,
,19,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,20,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,21,SRN6911,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,22,FR3466,B738,EIDWE,LTN,KUN,21:25:00,,,,2,,,,,,,,,,,
,23,FR1793,B738,EIENF,MXP,KUN,23:05:00,,,,5,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
