Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR1334,B738,EIDWC,KUN,NAP,06:15:00,,,,3,,,155/5/5,,,45,,2,1-2-3,,
,2,FR2618,B738,EIDWE,KUN,VDA,11:00:00,,,,7,,,150/8/2,,SPRT*3,88,,6,1-2-3,,
,3,W98122,A320,GWUKD,LTN,KUN,10:40:00,,,,2,,,,,WCHR,,,,,,
,4,W98121,A320,GWUKD,KUN,LTN,11:10:00,,,,2,,,173/7/8,,,104,,5,4-5-6,,
,5,FR2971,B738,EIFTB,DUB,KUN,11:35:00,,,,4,,,,,,,,,,,
,6,FR2972,B738,EIFTB,KUN,DUB,12:00:00,,,,4,,,173/20/4,,WCHS,72,,5,1-2-3,,
,7,FR1333,B738,EIDWC,NAP,KUN,12:10:00,,,,7,,,,,,,,,,,
,8,FR2144,B738,EIDYR,STN,KUN,12:15:00,,,,2,,,,,,,,,,,
,9,FR2145,B738,EIDYR,KUN,STN,12:45:00,,,,2,,,178/8/2,,WCHS,48,,5,1-2-3,,
,10,FR5,B738,EIENF,KUN,KUN,14:00:00,,,,10,,,,,,,,,,,
,11,FR5,B738,EIENF,KUN,KUN,15:00:00,,,,10,,,,,,,,,,,
,12,FR3467,B738,EIDWC,KUN,LTN,15:30:00,,,,7,,,174/1/4,,,63,,5,1-2-3,,
,13,FR2619,B738,EIDWE,VDA,KUN,20:40:00,,,,2,,,,,,,,,,,
,14,FR3466,B738,EIDWC,LTN,KUN,21:25:00,,,,3,,,,,WCHC,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
