Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR1334,B738,EIDWR,KUN,NAP,06:15:00,,,,2,,,177/10/3,,,58,,2,1-2-3,,
,2,FR2618,B738,EIEXE,KUN,VDA,11:00:00,,,,4,,,165/13/11,,,61,,6,1-2-3,,
,3,SN9901,A320,OOTCV,BRU,KUN,10:10:00,,,,11,,,,,,,,,,,
,4,W98122,A320,GWUKD,LTN,KUN,10:40:00,,,,7,,,,,,,,,,,
,5,W98121,A320,GWUKD,KUN,LTN,11:10:00,,,,7,,,154/21/2,,WCHR,114,,5,4-5-6,,
,6,FR2971,B738,EIEKR,DUB,KUN,11:35:00,,,,5,,,,,WCHS;WCHS/WCMP,,,,,,
,7,FR2972,B738,EIEKR,KUN,DUB,12:00:00,,,,5,,,158/31/2,,2*WCHR,77,,5,1-2-3,,
,8,SN9902,A320,OOTCH,KUN,BRU,12:10:00,,,,10,,,,,,,,,,,
,9,FR1333,B738,EIDWR,NAP,KUN,12:10:00,,,,2,,,,,,,,,,,
,10,FR2144,B738,EIGNJ,STN,KUN,12:15:00,,,,4,,,,,,,,,,,
,11,FR2145,B738,EIGNJ,KUN,STN,12:45:00,,,,4,,,167/16/6,,2XWCR,,,5,1-2-3,,
,12,FR3467,B738,EIDWR,KUN,LTN,15:30:00,,,,2,,,174/14/7,,,69,,5,1-2-3,,
,13,FR2619,B738,EIEXE,VDA,KUN,20:40:00,,,,2,,,,,WCHC/WCMP;WCHR,,,,,,
,14,FR3466,B738,EIDWR,LTN,KUN,21:25:00,,,,3,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
