Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.12.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR1334,B738,EIEXF,KUN,NAP,06:15:00,,,,3,,,167/5/1,,,24,,2,1-2-3,,
,2,FR2145,B738,EIEVX,KUN,STN,07:10:00,,,,5,,,181/6/4,,WCHS/WCBD,36,,5,1-2-3,,
,3,W98122,A320,GWUKF,LTN,KUN,10:40:00,,,,4,,,,,,,,,,,
,4,W98121,A320,GWUKF,KUN,LTN,11:10:00,,,,4,,,159/15/1,,WCHS,72,,5,4-5-6,,
,5,FR2971,B738,EIFZT,DUB,KUN,11:35:00,,,,4,,,,,2*WCHR,,,,,,
,6,FR2972,B738,EIFZT,KUN,DUB,12:00:00,,,,4,,,182/10/1,,,65,,5,1-2-3,,
,7,YUPNK,C56X,YUPNK,KUN,NCE,12:00:00,,,,13,,,1,,,,,,,,
,8,FR1333,B738,EIEXF,NAP,KUN,12:10:00,,,,4,,,,,,,,,,,
,9,FR2618,B738,EIEXF,KUN,VDA,13:00:00,,,,4,,,138/4/0,,,36,,5,1-2-3,,
,10,FR2144,B738,EIEVL,STN,KUN,12:50:00,,,,3,,,,,WCHS/WCAP;WCHC/WCMP;2*WCHR,,,,,,
,11,FR3467,B738,EIEVL,KUN,LTN,15:30:00,,,,3,,,174/15/2,,WCHR,34,,6,1-2-3,,
,12,FR3466,B738,EIEVL,LTN,KUN,21:25:00,,,,3,,,,,,,,,,,
,13,FR2619,B738,EIEXF,VDA,KUN,22:40:00,,,,4,,,,,,,,,,,
,,,,,,,,,,,,,,1,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
