Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.23,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,CNL,WAW,KUN,00:45:00,,,,7,,,,,,,,,,,
,2,LO796,E170,CNL,KUN,WAW,06:15:00,,,,7,,,0C/0P/42Y+2INF,,,42,,1,8-9,,
,3,FR7621,B738,EIDWE,KUN,CPH,06:25:00,,,,3,,,179/17/0,,WCHR;WCHR/WCLB,10,,2,1-2-3,,
,4,FR2145,B738,EIENF,KUN,LTN,07:30:00,,,,2,,,165/26/6,,,17,,5,1-2-3,,
,5,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,6,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,7,SPNST,PA34,SPNST,EPBC,KUN,08:15:00,,,,2,,,,,,,,,,,
,8,SPNST,PA34,SPNST,KUN,EPMO,08:45:00,,,,2,,,,,,,,,,,
,9,SAR802,SF34,,WAW,KUN,09:50:00,,,,9,,,,,,,,,,,
,10,W68122,A320,GWUKD,LTN,KUN,10:40:00,,,,5,,,,,,,,,,,
,11,W68121,A320,GWUKD,KUN,LTN,11:10:00,,,,5,,,166/23/3,,,19,,5,4-5-6,,
,12,FR2886,B738,EIFRL,EDI,KUN,11:30:00,,,,2,,,,,,,,,,,
,13,FR2885,B738,EIFRL,KUN,EDI,11:55:00,,,,2,,,170/19/4,,,24,,6,1-2-3,,
,14,W68146,A320,HALYF,SVG,KUN,11:35:00,,,,7,,,,,,,,,,,
,15,W68145,A320,HALYF,KUN,SVG,12:05:00,,,,7,,,154/6/5,,,22,,1,4-5-6,,
,16,FR2746,B738,EIDLR,STN,KUN,11:35:00,,,,4,,,,,WCHR,,,,,,
,17,FR2747,B738,EIDLR,KUN,STN,12:00:00,,,,4,,,170/20/5,,WCHC,13,,5,1-2-3,,
,18,FR2144,B738,EIENF,LTN,KUN,13:35:00,,,,7,,,,,WCHR,,,,,,
,19,FR8682,B738,EIDWE,KUN,BRS,15:25:00,,,,2,,,161/24/4,,WCHC,26,,5,1-2-3,,
,20,FR7620,B738,EIDWE,CPH,KUN,14:35:00,,,,2,,,,,,,,,,,
,21,FR7885,B738,EIENF,KUN,PMI,15:30:00,,,,7,,,127/12/3,,GPLF*5,16,,1,1-2-3,,
,22,FR9098,B738,EIDCW,ALC,KUN,20:15:00,,,,4,,,,,WCHS,,,,,,
,23,FR9099,B738,EIDCW,KUN,ALC,20:40:00,,,,4,,,156/18/3,,WCHC/WCBD;WCHR;BIKE*2,20,,2,1-2-3,,
,24,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,25,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,26,SRN6911,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,27,FR8681,B738,EIDWE,BRS,KUN,21:35:00,,,,2,,,,,,,,,,,
,28,FR7886,B738,EIENF,PMI,KUN,23:20:00,,,,3,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
