Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.09,,,,,,,,,,,Renatas Venckūnas,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,,WAW,KUN,00:45:00,,,,4,,,,,,,,,,,
,2,LO796,E170,,KUN,WAW,06:15:00,,,,4,,,0C/09/38Y,,,38,,1,8-9,,
,3,FR7621,B738,EIFTA,KUN,CPH,06:25:00,,,,2,,,182/4/4,,,45,,2,1-2-3,,
,4,FR2145,B738,EIENH,KUN,LTN,07:30:00,,,,3,,,178/8/5,,WCHR/WCMP,13,,5,1-2-3,,
,5,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,6,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,7,SPNST,PA34,,EPBC,KUN,08:00:00,,,,2,,,,,,,,,,,
,8,SPNST,PA34,,KUN,EPBC,08:30:00,,,,2,,,,,,,,,,,
,9,SAR802,SF34,,WAW,KUN,09:50:00,,,,9,,,,,,,,,,,
,10,W68122,A320,GWUKE,LTN,KUN,10:40:00,,,,4,,,,,,,,,,,
,11,W68121,A320,GWUKE,KUN,LTN,11:10:00,,,,4,,,183/6/1,,,0,,5,4-5-6,,
,12,FR2886,B738,EIDPN,EDI,KUN,11:30:00,,,,2,,,,,,,,,,,
,13,FR2885,B738,EIDPN,KUN,EDI,11:55:00,,,,2,,,173/14/2,,WCHS/WCMP,32,,6,1-2-3,,
,14,BAF628,E35L,CE-02,EBMB,KUN,11:30:00,,,,13,,,,,,,,,,,
,15,BAF628,E35L,CE-02,KUN,EBMB,12:30:00,,,,13,,,,,,,,,,,
,16,W68146,A320,HALYL,SVG,KUN,11:35:00,,,,7,,,,,,,,,,,
,17,W68145,A320,HALYL,KUN,SVG,12:05:00,,,,7,,,139/14/2,,,43,,1,4-5-6,,
,18,FR2746,B738,EIGDA,STN,KUN,11:35:00,,,,5,,,,,WCHR;WCHS,,,,,,
,19,FR2747,B738,EIGDA,KUN,STN,12:00:00,,,,5,,,176/8/5,,WCHS,13,,5,1-2-3,,
,20,FR2144,B738,EIENH,LTN,KUN,13:35:00,,,,7,,,,,,,,,,,
,21,FR7885,B738,EIENH,KUN,PMI,15:30:00,,,,7,,,161/20/4,,BIKE;SPRT,23,,1,1-2-3,,
,22,FR7620,B738,EIFTA,CPH,KUN,14:35:00,,,,2,,,,,WCHS,,,,,,
,23,FR8682,B738,EIFTA,KUN,BRS,15:25:00,,,,2,,,177/10/8,,WCHC,14,,5,1-2-3,,
,24,FR9098,B738,EIEKB,ALC,KUN,20:15:00,,,,4,,,,,WCHR;WCHS,,,,,,
,25,FR9099,B738,EIEKB,KUN,ALC,20:40:00,,,,4,,,175/9/2,,WCHR,22,,2,1-2-3,,
,26,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,27,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,28,SRN6911,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,29,FR8681,B738,EIFTA,BRS,KUN,21:35:00,,,,2,,,,,WCHS/WCMP,,,,,,
,30,FR7886,B738,EIENH,PMI,KUN,23:20:00,,,,4,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
