Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,,
,,,,,2018.10.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,,WAW,KUN,00:45:00,,,,5,,,,,,,,,,,
,2,LO796,E170,,KUN,WAW,06:15:00,,,,5,,,0C/2P/69Y,,,71,,1,8-9,,
,3,FR7621,B738,EIFTA,KUN,CPH,06:25:00,,,,2,,,149/6/0,,WCHR,15,,2,1-2-3,,
,4,FR2145,B738,EIDWK,KUN,LTN,07:30:00,,,,3,,,166/19/4,,,13,,5,1-2-3,,
,5,SRN6912,AT72,,EDDK,KUN,07:30:00,,,,9,,,,,,,,,,,
,6,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,7,SPNST,PA34,SPNST,EPBC,KUN,08:10:00,,,,2,,,,,,,,,,,
,8,SPNST,PA34,SPNST,KUN,EPMO,08:40:00,,,,2,,,,,,,,,,,
,9,SAR802,SF34,,WAW,KUN,09:35:00,,,,9,,,,,,,,,,,
,10,FR9113,B738,EIEKM,PFO,KUN,10:25:00,,,,2,,,,,WCHR,,,,,,
,11,FR9114,B738,EIEKM,KUN,PFO,10:50:00,,,,2,,,149/28/5,,,25,,6,1-2-3,,
,12,W68122,A320,GWUKD,LTN,KUN,10:40:00,,,,5,,,,,,,,,,,
,13,W68121,A320,GWUKD,KUN,LTN,11:10:00,,,,5,,,174/13/9,,WCHR,20,,5,4-5-6,,
,14,W68146,A320,HALYL,SVG,KUN,11:35:00,,,,7,,,,,,,,,,,
,15,W68145,A320,HALYL,KUN,SVG,12:05:00,,,,7,,,141/20/2,,,23,,1,4-5-6,,
,16,FR2144,B738,EIDWK,LTN,KUN,13:35:00,,,,5,,,,,WCHS,,,,,,
,17,FR3964,B738,EIDWK,KUN,RMI,14:25:00,,,,5,,,159/10/4,,,12,,2,1-2-3,,
,18,FR7620,B738,EIFTA,CPH,KUN,14:35:00,,,,2,,,,,,,,,,,
,19,FR8821,B738,EIFTA,KUN,SNN,16:00:00,,,,2,,,170/22/10,,WCHC/ WCMP,21,,6,1-2-3,,
,20,GAF108,C160,,ETNH,KUN,15:30:00,,,,16R,,,,,,,,,,,
,21,GAF108,C160,,KUN,EDDP,17:30:00,,,,16R,,,,,,,,,,,
,22,FR3728,B738,EIDYF,BOJ,KUN,16:15:00,,,,5,,,,,,,,,,,
,23,FR3729,B738,EIDYF,KUN,BOJ,16:40:00,,,,5,,,154/9/3,,,6,,5,1-2-3,,
,24,FR1333,B738,EIDWM,NAP,KUN,16:55:00,,,,7,,,,,WCHS/ WCMP,,,,,,
,25,FR1334,B738,EIDWM,KUN,NAP,17:20:00,,,,7,,,163/9/2,,WCHS/ WCMP,15,,2,1-2-3,,
,26,FR3965,B738,EIDWK,RMI,KUN,19:50:00,,,,3,,,,,,,,,,,
,27,FR9098,B738,EIEKS,ALC,KUN,20:15:00,,,,5,,,,,,,,,,,
,28,FR9099,B738,EIEKS,KUN,ALC,20:40:00,,,,5,,,166/16/2,,,18,,2,1-2-3,,
,29,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,30,YW2167,CRJX,ECLOV,BIO,KUN,20:30:00,,,,6,,,,30,,,,,,,
,31,SRN6911,AT72,,RIX,KUN,21:05:00,,,,9,,,,,,,,,,,
,32,SRN6911,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,33,FR8822,B738,EIFTA,SNN,KUN,23:10:00,,,,2,,,,,,,,,,,
,,,,,,,,,,,,,,0,30,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
