Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,DH8D,,WAW,KUN,00:45:00,,,,7,,,,,,,,,,,
,2,LO796,DH8D,,KUN,WAW,06:15:00,,,,7,,,C0/P1/Y54,,,55,,1,8-9,,
,3,FR7621,B738,EIDWE,KUN,CPH,06:20:00,,,,2,,,181/4/0,,,34,,2,1-2-3,,
,4,FR2145,B738,EIENF,KUN,STN,06:40:00,,,,5,,,180/12/3,,WCHR*2;WCHC*2;WCHS,54,,5,1-2-3,,
,5,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,6,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,7,DECMR,SR22T,DECMR,EPWA,KUN,08:30:00,,,,2,,,,,,,,,,,
,8,DECMR,SR22T,DECMR,KUN,EPBC,09:00:00,,,,2,,,,,,,,,,,
,9,YLHML,A109,YKHML,KUN,EVLU,10:00:00,,,,6,,,,,,,,,,,
,10,SAR802,SF34,,WAW,KUN,09:35:00,,,,9,,,,,,,,,,,
,11,W98122,A320,GWUKD,LTN,KUN,10:30:00,,,,4,,,,,,,,,,,
,12,W98121,A320,GWUKD,KUN,LTN,11:05:00,,,,4,,,178/10/4,,,110,,5,4-5-6,,
,13,FR2144,B738,EIEKD,STN,KUN,12:20:00,,,,8,,,,,WCHS/WCBD;WCHR,,,,,,
,14,FR2972,B738,EIDWC,KUN,DUB,15:40:00,,,,3,,,178/12/6,,WCHR*3,68,,5,1-2-3,,
,15,FR7620,B738,EIDWE,CPH,KUN,14:40:00,,,,7,,,,,,,,,,,
,16,FR3467,B738,EIDWE,KUN,LTN,15:55:00,,,,7,,,182/7/8,,,36,,5,1-2-3,,
,17,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,18,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,19,SRN6811,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,20,FR3466,B738,EIDWE,LTN,KUN,21:25:00,,,,2,,,,,WCHR*2,,,,,,
,21,FR2971,B738,EIDWC,DUB,KUN,22:30:00,,,,5,,,,,WCHC;WCHR,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
