Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.10.07,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,FR7621,B738,EIFTA,KUN,CPH,06:25:00,,,,4,,,188/9/1,,,14,,2,1-2-3,,
,2,FR2145,B738,EIENH,KUN,LTN,07:30:00,,,,2,,,180/5/4,,,11,,5,1-2-3,,
,3,FR1333,B738,EIDPY,NAP,KUN,10:10:00,,,,7,,,,,,,,,,,
,4,FR1334,B738,EIDPY,KUN,NAP,10:35:00,,,,7,,,162/11/2,,,16,,2,1-2-3,,
,5,W68122,A320,GWUKD,LTN,KUN,10:40:00,,,,4,,,,,WCHC/WCMP,,,,,,
,6,W68121,A320,GWUKD,KUN,LTN,11:10:00,,,,4,,,179/10/3,,,22,,5,4-5-6,,
,7,FR8822,B738,EIEPF,SNN,KUN,12:35:00,,,,4,,,,,,,,,,,
,8,FR8821,B738,EIEPF,KUN,SNN,13:00:00,,,,4,,,178/14/7,,WCHC; WCHS*2,37,,5,1-2-3,,
,9,FR2144,B738,EIENH,LTN,KUN,13:35:00,,,,2,,,,,,,,,,,
,10,FR2972,B738,EIENH,KUN,DUB,14:45:00,,,,2,,,180/11/5,,WCHC; WCHS; WCHR,17,,5,1-2-3,,
,11,FR7620,B738,EIFTA,CPH,KUN,14:35:00,,,,4,,,,,,,,,,,
,12,FR8682,B738,EIFTA,KUN,BRS,15:40:00,,,,4,,,181/6/4,,WCHC/WCHS/WCMP,16,,5,1-2-3,,
,13,FR2971,B738,EIENH,DUB,KUN,21:30:00,,,,2,,,,,WCHR,,,,,,
,14,FR8681,B738,EIFTA,BRS,KUN,21:50:00,,,,3,,,,,WCHC,,,,,,
,,,,,,,,,,,,,,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
