Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kauno oro uosto skrydžių planas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sudarė: Operatyvinio valdymo grupės specialistas,,,,,,
,,,,,2018.11.28,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Eil. Nr.,Reiso Nr.,Orlaivis,,Oro uostas,,Planuojamas,Faktinis,Užsilaikymas,,Aikštelė,,Užpilta kuro,Keleiviai,,PRM,Bagažas,Krovinys,Reg. Vartai,Reg. Stalai,,
,,,Tipas,Registracinis,,,,,DL 1,DL 2,Planuojama,Faktinė,,išvyko,atvyko,,,,,,,
,1,LO795,E170,SPLDE,WAW,KUN,00:45:00,,,,7,,,,,,,,,,,
,2,LO796,E170,SPLDE,KUN,WAW,06:15:00,,,,7,,,0C/0P/40Y,,,40,,1,8-9,,
,3,FR7621,B738,EIEVA,KUN,CPH,06:20:00,,,,5,,,172/10/1,,,22,,2,1-2-3,,
,4,FR2145,B738,EIEVH,KUN,STN,06:40:00,,,,2,,,175/9/2,,WCHC/WCMP,41,,5,1-2-3,,
,5,SWN7842,ATP,SEMAJ,CGN,KUN,06:55:00,,,,8,,,,,,,,,,,
,6,SWN7843,ATP,SEMAJ,KUN,CGN,18:25:00,,,,8,,,,,,,,,,,
,7,SRN6912,AT72,,EDDK,KUN,08:00:00,,,,9,,,,,,,,,,,
,8,SRN6912,AT72,,KUN,RIX,08:45:00,,,,9,,,,,,,,,,,
,9,SAR802,SF34,,WAW,KUN,09:35:00,,,,9,,,,,,,,,,,
,10,W98122,A320,GWUKB,LTN,KUN,10:30:00,,,,4,,,,,,,,,,,
,11,W98121,A320,GWUKB,KUN,LTN,11:05:00,,,,4,,,176/8/4,,,77,,5,4-5-6,,
,12,FR2144,B738,EIEVH,STN,KUN,12:20:00,,,,2,,,,,,,,,,,
,13,FR2972,B738,EIEVA,KUN,DUB,15:40:00,,,,4,,,179/14/2,,WCHR*2;WCHS,64,,5,1-2-3,,
,14,FR7620,B738,EIEVA,CPH,KUN,14:40:00,,,,4,,,,,BLND,,,,,,
,15,FR3467,B738,EIEVH,KUN,LTN,15:55:00,,,,2,,,174/10/3,,WCHS,29,,5,1-2-3,,
,16,HAT4368,B737,9HMPW,MXP,KUN,19:30:00,,,,6,,,,30,,,,,,,
,17,SAR801,SF34,,KUN,WAW,20:25:00,,,,9,,,,,,,,,,,
,18,SRN6911,AT72,,RIX,KUN,21:15:00,,,,9,,,,,,,,,,,
,19,SRN6811,AT72,,KUN,EDDK,21:50:00,,,,9,,,,,,,,,,,
,20,FR3466,B738,EIEVH,LTN,KUN,21:25:00,,,,2,,,,,WCHR,,,,,,
,21,FR2971,B738,EIEVA,DUB,KUN,22:30:00,,,,5,,,,,,,,,,,
,,,,,,,,,,,,,,0,30,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
